Date,riders,weekend,holiday,rain
2013-07-22,4174.0,0.0,0.0,False
2013-07-23,4604.0,0.0,0.0,False
2013-07-24,4694.0,0.0,0.0,False
2013-07-25,4473.0,0.0,0.0,False
2013-07-26,3963.0,0.0,0.0,False
2013-07-27,2501.0,1.0,0.0,False
2013-07-28,1980.0,1.0,0.0,False
2013-07-29,4088.0,0.0,0.0,False
2013-07-30,4540.0,0.0,0.0,False
2013-07-31,4122.0,0.0,0.0,False
2013-08-01,3719.0,0.0,0.0,False
2013-08-02,2579.0,0.0,0.0,True
2013-08-03,2257.0,1.0,0.0,False
2013-08-04,2466.0,1.0,0.0,False
2013-08-05,4312.0,0.0,0.0,False
2013-08-06,4602.0,0.0,0.0,False
2013-08-07,4556.0,0.0,0.0,False
2013-08-08,4275.0,0.0,0.0,False
2013-08-09,3833.0,0.0,0.0,False
2013-08-10,1897.0,1.0,0.0,True
2013-08-11,2315.0,1.0,0.0,False
2013-08-12,4028.0,0.0,0.0,False
2013-08-13,4469.0,0.0,0.0,False
2013-08-14,4171.0,0.0,0.0,True
2013-08-15,3334.0,0.0,0.0,True
2013-08-16,3819.0,0.0,0.0,False
2013-08-17,2219.0,1.0,0.0,False
2013-08-18,2301.0,1.0,0.0,False
2013-08-19,4117.0,0.0,0.0,False
2013-08-20,4524.0,0.0,0.0,False
2013-08-21,4392.0,0.0,0.0,False
2013-08-22,4170.0,0.0,0.0,False
2013-08-23,3446.0,0.0,0.0,False
2013-08-24,2030.0,1.0,0.0,False
2013-08-25,2059.0,1.0,0.0,True
2013-08-26,3240.0,0.0,0.0,True
2013-08-27,3892.0,0.0,0.0,True
2013-08-28,3484.0,0.0,0.0,True
2013-08-29,2375.0,0.0,0.0,True
2013-08-30,3376.0,0.0,0.0,False
2013-08-31,2292.0,1.0,0.0,False
2013-09-01,2288.0,1.0,0.0,False
2013-09-02,2325.0,0.0,1.0,False
2013-09-03,2931.0,0.0,0.0,True
2013-09-04,3830.0,0.0,0.0,True
2013-09-05,2248.0,0.0,0.0,True
2013-09-06,2223.0,0.0,0.0,True
2013-09-07,1880.0,1.0,0.0,False
2013-09-08,2331.0,1.0,0.0,False
2013-09-09,3893.0,0.0,0.0,False
2013-09-10,4245.0,0.0,0.0,False
2013-09-11,4411.0,0.0,0.0,False
2013-09-12,4045.0,0.0,0.0,False
2013-09-13,3232.0,0.0,0.0,False
2013-09-14,1832.0,1.0,0.0,False
2013-09-15,1024.0,1.0,0.0,True
2013-09-16,3065.0,0.0,0.0,True
2013-09-17,3284.0,0.0,0.0,False
2013-09-18,3909.0,0.0,0.0,False
2013-09-19,4118.0,0.0,0.0,False
2013-09-20,3334.0,0.0,0.0,True
2013-09-21,1932.0,1.0,0.0,False
2013-09-22,796.0,1.0,0.0,True
2013-09-23,2257.0,0.0,0.0,True
2013-09-24,3206.0,0.0,0.0,False
2013-09-25,3102.0,0.0,0.0,True
2013-09-26,3613.0,0.0,0.0,False
2013-09-27,2149.0,0.0,0.0,True
2013-09-28,477.0,1.0,0.0,True
2013-09-29,490.0,1.0,0.0,True
2013-09-30,2259.0,0.0,0.0,True
2013-10-01,2730.0,0.0,0.0,True
2013-10-02,2412.0,0.0,0.0,True
2013-10-03,3251.0,0.0,0.0,True
2013-10-04,3214.0,0.0,0.0,False
2013-10-05,2153.0,1.0,0.0,False
2013-10-06,2170.0,1.0,0.0,True
2013-10-07,2940.0,0.0,0.0,True
2013-10-08,2890.0,0.0,0.0,True
2013-10-09,3587.0,0.0,0.0,False
2013-10-10,3172.0,0.0,0.0,True
2013-10-11,2334.0,0.0,0.0,True
2013-10-12,1274.0,1.0,0.0,True
2013-10-13,1515.0,1.0,0.0,False
2013-10-14,3405.0,0.0,1.0,False
2013-10-15,3464.0,0.0,0.0,False
2013-10-16,3340.0,0.0,0.0,False
2013-10-17,3251.0,0.0,0.0,False
2013-10-18,2950.0,0.0,0.0,False
2013-10-19,1134.0,1.0,0.0,False
2013-10-20,1112.0,1.0,0.0,False
2013-10-21,3006.0,0.0,0.0,False
2013-10-22,3162.0,0.0,0.0,False
2013-10-23,3084.0,0.0,0.0,False
2013-10-24,3015.0,0.0,0.0,False
2013-10-25,2435.0,0.0,0.0,False
2013-10-26,1367.0,1.0,0.0,False
2013-10-27,778.0,1.0,0.0,True
2013-10-28,3328.0,0.0,0.0,False
2013-10-29,3352.0,0.0,0.0,False
2013-10-30,2954.0,0.0,0.0,True
2013-10-31,2573.0,0.0,0.0,True
2013-11-01,2812.0,0.0,0.0,True
2013-11-02,670.0,1.0,0.0,True
2013-11-03,1321.0,1.0,0.0,True
2013-11-04,3058.0,0.0,0.0,False
2013-11-05,2789.0,0.0,0.0,True
2013-11-06,2918.0,0.0,0.0,True
2013-11-07,1709.0,0.0,0.0,True
2013-11-08,2632.0,0.0,0.0,False
2013-11-09,1193.0,1.0,0.0,True
2013-11-10,990.0,1.0,0.0,False
2013-11-11,2661.0,0.0,1.0,False
2013-11-12,2416.0,0.0,0.0,True
2013-11-13,3067.0,0.0,0.0,False
2013-11-14,2591.0,0.0,0.0,True
2013-11-15,2063.0,0.0,0.0,True
2013-11-16,1121.0,1.0,0.0,False
2013-11-17,966.0,1.0,0.0,True
2013-11-18,2112.0,0.0,0.0,True
2013-11-19,2309.0,0.0,0.0,True
2013-11-20,2834.0,0.0,0.0,False
2013-11-21,2505.0,0.0,0.0,False
2013-11-22,2330.0,0.0,0.0,False
2013-11-23,1210.0,1.0,0.0,False
2013-11-24,1141.0,1.0,0.0,False
2013-11-25,2609.0,0.0,0.0,False
2013-11-26,2541.0,0.0,0.0,False
2013-11-27,2251.0,0.0,0.0,False
2013-11-28,582.0,0.0,1.0,False
2013-11-29,1004.0,0.0,0.0,True
2013-11-30,865.0,1.0,0.0,True
2013-12-01,681.0,1.0,0.0,True
2013-12-02,2283.0,0.0,0.0,True
2013-12-03,2211.0,0.0,0.0,False
2013-12-04,2078.0,0.0,0.0,False
2013-12-05,1938.0,0.0,0.0,False
2013-12-06,1694.0,0.0,0.0,False
2013-12-07,591.0,1.0,0.0,False
2013-12-08,473.0,1.0,0.0,False
2013-12-09,1793.0,0.0,0.0,False
2013-12-10,1870.0,0.0,0.0,False
2013-12-11,2136.0,0.0,0.0,False
2013-12-12,1934.0,0.0,0.0,True
2013-12-13,1769.0,0.0,0.0,True
2013-12-14,884.0,1.0,0.0,False
2013-12-15,755.0,1.0,0.0,True
2013-12-16,2500.0,0.0,0.0,True
2013-12-17,2232.0,0.0,0.0,False
2013-12-18,2171.0,0.0,0.0,True
2013-12-19,2075.0,0.0,0.0,False
2013-12-20,739.0,0.0,0.0,True
2013-12-21,520.0,1.0,0.0,True
2013-12-22,400.0,1.0,0.0,True
2013-12-23,1417.0,0.0,0.0,True
2013-12-24,1082.0,0.0,0.0,False
2013-12-25,371.0,0.0,1.0,False
2013-12-26,1190.0,0.0,0.0,False
2013-12-27,1066.0,0.0,0.0,True
2013-12-28,875.0,1.0,0.0,False
2013-12-29,684.0,1.0,0.0,False
2013-12-30,1722.0,0.0,0.0,True
2013-12-31,1419.0,0.0,0.0,True
2014-01-01,914.0,0.0,1.0,False
2014-01-02,1865.0,0.0,0.0,True
2014-01-03,2027.0,0.0,0.0,True
2014-01-04,1172.0,1.0,0.0,False
2014-01-05,1151.0,1.0,0.0,False
2014-01-06,2304.0,0.0,0.0,True
2014-01-07,2082.0,0.0,0.0,True
2014-01-08,1948.0,0.0,0.0,True
2014-01-09,2120.0,0.0,0.0,True
2014-01-10,1780.0,0.0,0.0,True
2014-01-11,423.0,1.0,0.0,True
2014-01-12,655.0,1.0,0.0,True
2014-01-13,2530.0,0.0,0.0,False
2014-01-14,2808.0,0.0,0.0,False
2014-01-15,2772.0,0.0,0.0,False
2014-01-16,2641.0,0.0,0.0,False
2014-01-17,2310.0,0.0,0.0,False
2014-01-18,1135.0,1.0,0.0,False
2014-01-19,822.0,1.0,0.0,False
2014-01-20,1874.0,0.0,1.0,False
2014-01-21,2680.0,0.0,0.0,False
2014-01-22,2692.0,0.0,0.0,True
2014-01-23,2649.0,0.0,0.0,False
2014-01-24,2521.0,0.0,0.0,False
2014-01-25,1441.0,1.0,0.0,False
2014-01-26,1429.0,1.0,0.0,False
2014-01-27,2499.0,0.0,0.0,False
2014-01-28,2466.0,0.0,0.0,True
2014-01-29,1899.0,0.0,0.0,True
2014-01-30,2229.0,0.0,0.0,False
2014-01-31,2035.0,0.0,0.0,True
2014-02-01,1134.0,1.0,0.0,True
2014-02-02,1095.0,1.0,0.0,False
2014-02-03,2290.0,0.0,0.0,False
2014-02-04,2091.0,0.0,0.0,False
2014-02-05,2588.0,0.0,0.0,False
2014-02-06,1562.0,0.0,0.0,False
2014-02-07,1572.0,0.0,0.0,False
2014-02-08,795.0,1.0,0.0,True
2014-02-09,221.0,1.0,0.0,True
2014-02-10,1428.0,0.0,0.0,True
2014-02-11,2024.0,0.0,0.0,True
2014-02-12,2139.0,0.0,0.0,True
2014-02-13,2389.0,0.0,0.0,True
2014-02-14,1786.0,0.0,0.0,True
2014-02-15,658.0,1.0,0.0,True
2014-02-16,485.0,1.0,0.0,True
2014-02-17,1028.0,0.0,1.0,True
2014-02-18,1525.0,0.0,0.0,True
2014-02-19,2167.0,0.0,0.0,True
2014-02-20,2214.0,0.0,0.0,True
2014-02-21,1889.0,0.0,0.0,True
2014-02-22,624.0,1.0,0.0,True
2014-02-23,691.0,1.0,0.0,True
2014-02-24,1557.0,0.0,0.0,True
2014-02-25,2563.0,0.0,0.0,True
2014-02-26,2960.0,0.0,0.0,False
2014-02-27,2721.0,0.0,0.0,False
2014-02-28,2829.0,0.0,0.0,False
2014-03-01,989.0,1.0,0.0,True
2014-03-02,431.0,1.0,0.0,True
2014-03-03,1720.0,0.0,0.0,True
2014-03-04,2053.0,0.0,0.0,True
2014-03-05,1874.0,0.0,0.0,True
2014-03-06,1801.0,0.0,0.0,True
2014-03-07,2560.0,0.0,0.0,False
2014-03-08,726.0,1.0,0.0,True
2014-03-09,1142.0,1.0,0.0,True
2014-03-10,2145.0,0.0,0.0,True
2014-03-11,3416.0,0.0,0.0,False
2014-03-12,3665.0,0.0,0.0,False
2014-03-13,3313.0,0.0,0.0,True
2014-03-14,2216.0,0.0,0.0,True
2014-03-15,1177.0,1.0,0.0,True
2014-03-16,375.0,1.0,0.0,True
2014-03-17,2809.0,0.0,0.0,True
2014-03-18,2802.0,0.0,0.0,False
2014-03-19,2192.0,0.0,0.0,True
2014-03-20,2691.0,0.0,0.0,False
2014-03-21,2652.0,0.0,0.0,False
2014-03-22,1504.0,1.0,0.0,False
2014-03-23,1963.0,1.0,0.0,False
2014-03-24,3636.0,0.0,0.0,False
2014-03-25,2087.0,0.0,0.0,True
2014-03-26,2346.0,0.0,0.0,True
2014-03-27,2357.0,0.0,0.0,True
2014-03-28,1525.0,0.0,0.0,True
2014-03-29,571.0,1.0,0.0,True
2014-03-30,1320.0,1.0,0.0,False
2014-03-31,3436.0,0.0,0.0,False
2014-04-01,3791.0,0.0,0.0,False
2014-04-02,3672.0,0.0,0.0,False
2014-04-03,2623.0,0.0,0.0,True
2014-04-04,2817.0,0.0,0.0,False
2014-04-05,1044.0,1.0,0.0,True
2014-04-06,1543.0,1.0,0.0,False
2014-04-07,4319.0,0.0,0.0,False
2014-04-08,2806.0,0.0,0.0,True
2014-04-09,3828.0,0.0,0.0,False
2014-04-10,3940.0,0.0,0.0,False
2014-04-11,3435.0,0.0,0.0,False
2014-04-12,2185.0,1.0,0.0,False
2014-04-13,2647.0,1.0,0.0,False
2014-04-14,4006.0,0.0,0.0,False
2014-04-15,3206.0,0.0,0.0,True
2014-04-16,2133.0,0.0,0.0,True
2014-04-17,1750.0,0.0,0.0,True
2014-04-18,2930.0,0.0,0.0,False
2014-04-19,906.0,1.0,0.0,True
2014-04-20,1734.0,1.0,0.0,False
2014-04-21,3401.0,0.0,0.0,True
2014-04-22,2423.0,0.0,0.0,True
2014-04-23,2832.0,0.0,0.0,True
2014-04-24,2511.0,0.0,0.0,True
2014-04-25,3194.0,0.0,0.0,False
2014-04-26,2049.0,1.0,0.0,True
2014-04-27,1402.0,1.0,0.0,True
2014-04-28,3758.0,0.0,0.0,False
2014-04-29,4803.0,0.0,0.0,False
2014-04-30,5167.0,0.0,0.0,False
2014-05-01,5937.0,0.0,0.0,False
2014-05-02,4608.0,0.0,0.0,False
2014-05-03,1157.0,1.0,0.0,True
2014-05-04,620.0,1.0,0.0,True
2014-05-05,3301.0,0.0,0.0,True
2014-05-06,4636.0,0.0,0.0,False
2014-05-07,5455.0,0.0,0.0,False
2014-05-08,3230.0,0.0,0.0,True
2014-05-09,3036.0,0.0,0.0,True
2014-05-10,1725.0,1.0,0.0,True
2014-05-11,2376.0,1.0,0.0,False
2014-05-12,5432.0,0.0,0.0,False
2014-05-13,6088.0,0.0,0.0,False
2014-05-14,5887.0,0.0,0.0,False
2014-05-15,5300.0,0.0,0.0,False
2014-05-16,5742.0,0.0,0.0,False
2014-05-17,2041.0,1.0,0.0,False
2014-05-18,1937.0,1.0,0.0,False
2014-05-19,4702.0,0.0,0.0,False
2014-05-20,5678.0,0.0,0.0,False
2014-05-21,5229.0,0.0,0.0,False
2014-05-22,4910.0,0.0,0.0,False
2014-05-23,2556.0,0.0,0.0,True
2014-05-24,2155.0,1.0,0.0,False
2014-05-25,1234.0,1.0,0.0,True
2014-05-26,2289.0,0.0,1.0,False
2014-05-27,5032.0,0.0,0.0,False
2014-05-28,4008.0,0.0,0.0,False
2014-05-29,4587.0,0.0,0.0,False
2014-05-30,4869.0,0.0,0.0,False
2014-05-31,2887.0,1.0,0.0,False
2014-06-01,2601.0,1.0,0.0,False
2014-06-02,4914.0,0.0,0.0,False
2014-06-03,4670.0,0.0,0.0,False
2014-06-04,4863.0,0.0,0.0,False
2014-06-05,4675.0,0.0,0.0,False
2014-06-06,4382.0,0.0,0.0,False
2014-06-07,2807.0,1.0,0.0,False
2014-06-08,3547.0,1.0,0.0,False
2014-06-09,4128.0,0.0,0.0,False
2014-06-10,4530.0,0.0,0.0,False
2014-06-11,5196.0,0.0,0.0,False
2014-06-12,4077.0,0.0,0.0,True
2014-06-13,2266.0,0.0,0.0,True
2014-06-14,1773.0,1.0,0.0,False
2014-06-15,1267.0,1.0,0.0,True
2014-06-16,3361.0,0.0,0.0,True
2014-06-17,4107.0,0.0,0.0,True
2014-06-18,4650.0,0.0,0.0,False
2014-06-19,4412.0,0.0,0.0,True
2014-06-20,3790.0,0.0,0.0,True
2014-06-21,3204.0,1.0,0.0,False
2014-06-22,2714.0,1.0,0.0,False
2014-06-23,4477.0,0.0,0.0,False
2014-06-24,4342.0,0.0,0.0,False
2014-06-25,4532.0,0.0,0.0,False
2014-06-26,3857.0,0.0,0.0,False
2014-06-27,2871.0,0.0,0.0,True
2014-06-28,1780.0,1.0,0.0,True
2014-06-29,2312.0,1.0,0.0,False
2014-06-30,4802.0,0.0,0.0,False
2014-07-01,5147.0,0.0,0.0,False
2014-07-02,4742.0,0.0,0.0,False
